CO_ID;DATA;CL_ID;CL_GENERO;CL_EC;CL_FHL;CL_SEG;QTD_ITENS_DISTINTOS;QTD_UNIDADES;QTD_CATEGORIAS_DISTINTAS
27006;2019-02-14;463;M;3;3;B;74;89;5
27047;2019-02-14;754;F;3;4;B;5;5;3
27064;2019-02-14;697;M;3;0;C;9;9;5
27105;2019-02-14;950;M;3;0;C;13;13;5
27133;2019-02-14;235;F;4;0;B;48;56;5
27160;2019-02-14;801;M;1;4;B;31;34;5
27243;2019-02-14;709;F;3;0;B;59;70;6
27257;2019-02-14;935;F;2;0;B;8;8;4
27297;2019-02-14;302;F;4;3;C;30;33;5
27320;2019-02-14;285;M;3;0;B;20;21;5
27394;2019-02-14;641;F;4;0;C;77;86;5
27434;2019-02-14;513;F;4;3;B;19;22;4
27462;2019-02-14;220;M;1;0;B;62;74;5
27519;2019-02-14;669;F;4;0;B;51;58;6
27570;2019-02-14;902;F;2;1;B;19;20;4
27666;2019-02-14;338;M;2;0;B;29;29;5
27676;2019-02-14;470;M;3;1;B;35;38;4
27769;2019-02-14;822;M;2;3;B;74;85;7
27832;2019-02-14;402;M;2;0;C;48;56;5
27882;2019-02-14;466;F;1;0;C;46;50;6
27931;2019-02-14;278;F;3;2;C;45;58;6
28006;2019-02-14;114;F;3;3;B;73;89;7
28019;2019-02-14;419;F;2;1;B;46;51;7
28096;2019-02-14;714;M;1;0;B;64;77;6
28179;2019-02-14;742;M;1;1;C;10;10;3
28272;2019-02-14;240;M;4;0;B;51;57;5
28297;2019-02-14;961;F;1;0;C;23;25;3
28331;2019-02-14;214;F;4;0;B;53;59;6
28407;2019-02-20;832;F;1;0;B;14;14;4
28418;2019-02-20;193;F;4;0;B;66;74;7
28472;2019-02-20;361;F;1;0;C;64;77;6
28484;2019-02-20;160;F;3;4;B;66;80;6
28501;2019-02-20;545;M;2;2;B;18;18;4
28558;2019-02-20;34;M;2;0;C;4;4;2
28585;2019-02-20;214;F;4;0;B;3;3;2
28679;2019-02-20;229;M;2;2;C;56;62;6
28683;2019-02-20;374;F;3;0;B;50;59;5
28741;2019-02-20;857;F;2;2;B;56;67;5
28831;2019-02-20;97;F;4;1;B;60;71;6
28886;2019-02-20;385;F;2;0;B;66;77;6
28925;2019-02-20;426;F;3;0;C;11;11;4
29017;2019-02-20;65;M;4;0;B;25;27;4
29071;2019-02-20;25;M;4;1;C;64;74;7
29130;2019-02-20;898;F;4;0;C;26;31;5
29141;2019-02-20;970;M;2;4;B;72;81;6
29158;2019-02-20;945;F;2;3;B;61;66;6
29170;2019-02-20;356;M;2;4;A;19;19;4
29269;2019-02-20;30;M;4;0;B;47;52;6
29305;2019-02-20;98;M;1;0;B;61;69;6
29315;2019-02-20;561;M;2;0;B;62;74;6
29412;2019-02-20;419;F;2;1;B;16;18;3
29454;2019-02-20;38;M;3;0;B;56;63;5
29482;2019-02-20;178;M;3;0;A;64;71;6
29581;2019-02-20;901;F;4;1;B;10;10;4
29596;2019-02-20;91;M;3;0;B;42;44;5
29599;2019-02-20;453;F;1;0;B;21;21;5
29607;2019-02-20;945;F;2;3;B;29;33;5
29693;2019-02-20;736;M;1;0;C;59;65;6
29791;2019-02-20;393;F;4;0;B;72;85;6
29823;2019-02-20;563;M;3;0;B;37;40;6
29827;2019-02-20;577;M;4;0;C;62;68;6
29906;2019-02-20;497;M;3;0;B;14;15;6
29912;2019-02-20;488;M;3;2;B;41;48;4
29981;2019-02-20;341;M;2;0;C;78;88;4
29995;2019-02-20;383;M;1;3;C;60;68;7
30001;2019-02-20;194;F;4;0;B;59;66;6
30029;2019-02-20;318;M;1;2;B;49;57;6
30072;2019-02-20;932;M;4;1;B;35;37;5
30076;2019-02-20;928;F;5;1;B;40;43;5
30115;2019-02-20;258;F;1;0;B;51;59;5
30212;2019-02-20;341;M;2;0;C;22;22;3
30236;2019-02-20;300;F;1;3;C;26;27;5
30258;2019-02-20;474;M;2;0;B;29;30;4
30299;2019-02-20;342;M;3;0;B;63;77;6
30363;2019-02-20;901;F;4;1;B;37;38;5
30396;2019-02-20;19;F;2;2;C;55;60;5
30397;2019-02-20;426;F;3;0;C;40;42;6
30468;2019-02-20;510;F;4;0;B;8;8;4
30484;2019-02-20;803;F;2;0;A;31;33;5
30582;2019-02-20;796;M;2;3;B;18;20;5
30641;2019-02-20;428;F;2;0;A;3;3;1
30692;2019-02-20;855;M;4;1;C;42;47;4
30708;2019-02-20;524;F;4;3;C;69;78;6
30727;2019-02-20;896;M;3;0;B;57;66;6
30813;2019-02-20;852;M;2;3;B;72;79;7
30872;2019-02-20;555;M;4;3;A;19;19;4
30947;2019-02-20;714;M;1;0;B;20;22;5
30993;2019-02-20;631;M;1;4;C;56;69;6
31023;2019-02-20;217;F;3;0;B;14;17;5
31113;2019-02-20;269;F;3;3;B;55;60;5
31136;2019-02-20;347;F;4;0;B;33;38;5
31198;2019-02-20;942;M;1;0;B;60;65;6
31229;2019-02-20;421;M;3;3;C;68;79;7
31247;2019-02-20;575;M;1;4;B;58;73;6
31317;2019-02-20;578;M;4;0;B;61;69;7
31385;2019-02-20;789;F;5;1;B;16;16;4
31450;2019-02-27;656;M;2;0;C;61;74;6
31462;2019-02-27;451;M;3;0;C;68;83;6
31512;2019-02-27;714;M;1;0;B;63;73;5
31530;2019-02-27;667;F;4;0;C;57;66;5
31576;2019-02-27;56;F;2;3;B;62;72;5
31658;2019-02-27;359;F;1;0;B;65;72;5
31703;2019-02-27;35;M;3;0;B;34;35;3
31720;2019-02-27;447;M;2;0;B;64;77;6
31801;2019-02-27;834;M;3;3;B;54;60;5
31824;2019-02-27;403;M;3;2;B;67;78;6
31913;2019-02-27;63;F;3;0;B;47;54;5
31990;2019-02-27;814;M;4;0;B;44;54;6
32069;2019-02-27;905;M;1;0;B;45;53;4
32136;2019-02-27;758;F;3;0;B;3;3;2
32195;2019-02-27;525;M;1;4;B;43;52;7
32292;2019-02-27;5;F;4;3;C;66;88;6
32359;2019-02-27;846;F;4;3;C;4;4;2
32402;2019-02-27;572;M;1;0;C;13;13;4
32484;2019-02-27;548;F;4;0;C;60;69;6
32511;2019-02-27;886;F;5;1;B;23;23;5
32522;2019-02-27;233;M;3;0;B;57;68;7
32533;2019-02-27;902;F;2;1;B;56;67;6
32601;2019-02-27;541;F;3;0;B;12;12;3
32683;2019-02-27;294;F;4;0;C;46;59;6
32720;2019-02-27;575;M;1;4;B;37;38;5
32747;2019-02-27;254;F;5;2;B;69;82;6
32759;2019-02-27;305;F;4;0;B;53;60;6
32810;2019-02-27;991;F;2;2;C;48;51;6
32846;2019-02-27;382;F;3;0;C;77;87;6
32868;2019-02-27;879;M;2;2;C;68;82;6
32949;2019-02-27;626;M;3;1;C;56;65;4
33010;2019-02-27;745;F;1;2;B;9;9;4
33059;2019-02-27;750;M;2;2;C;71;82;5
33086;2019-02-27;876;F;2;3;B;8;8;3
33130;2019-02-27;678;F;3;0;C;58;69;7
33168;2019-02-27;408;F;4;0;B;41;43;5
33250;2019-02-27;305;F;4;0;B;32;38;4
33297;2019-02-27;68;F;2;1;A;60;70;6
33360;2019-02-27;177;F;3;2;C;47;49;6
33423;2019-02-27;621;F;4;0;B;14;14;4
33518;2019-02-27;68;F;2;1;A;20;20;4
33602;2019-02-27;351;F;2;2;B;29;31;5
33686;2019-02-27;286;M;4;0;B;30;33;5
33712;2019-02-27;122;M;3;3;B;72;79;6
33772;2019-02-27;604;M;4;0;B;45;48;5
33778;2019-02-27;53;M;1;1;B;43;47;5
33843;2019-02-27;922;M;1;0;B;7;8;5
33864;2019-02-27;931;M;2;0;A;15;15;3
33895;2019-02-27;613;F;3;0;B;59;69;5
33933;2019-02-27;103;M;3;4;B;49;57;6
33999;2019-02-27;152;F;3;1;C;46;48;5
34051;2019-02-27;607;F;2;0;B;40;42;6
34075;2019-02-27;14;M;1;3;B;17;18;4
34118;2019-02-27;476;M;3;0;C;18;19;4
34153;2019-02-27;163;F;3;0;A;12;12;5
34168;2019-02-27;437;F;2;1;C;55;58;6
34244;2019-02-27;574;F;2;2;B;55;62;5
34278;2019-02-27;738;M;1;0;C;38;41;5
34295;2019-02-27;464;M;2;2;B;35;38;6
34383;2019-02-27;501;M;1;0;B;33;36;6
34422;2019-02-27;170;F;4;2;B;12;13;4
34429;2019-02-27;576;M;3;0;B;56;61;6
34433;2019-02-27;443;F;4;0;C;55;65;6
34480;2019-02-27;856;F;5;1;B;44;52;6
34576;2019-02-27;114;F;3;3;B;15;16;4
34593;2019-02-27;165;F;4;0;C;46;50;7
34613;2019-02-27;936;F;3;2;B;51;59;7
34680;2019-02-27;612;F;3;4;B;13;15;4
34683;2019-02-27;855;M;4;1;C;52;61;4
34781;2019-02-27;23;M;3;0;B;2;2;2
34835;2019-02-27;807;M;1;3;B;37;43;5
34887;2019-02-27;29;M;2;0;B;55;61;5
34915;2019-02-27;149;M;1;3;A;16;17;4
34921;2019-02-27;411;F;2;0;B;66;77;6
34986;2019-02-27;81;F;2;0;B;37;42;5
35000;2019-02-27;305;F;4;0;B;15;15;5
35060;2019-02-27;574;F;2;2;B;40;45;5
35121;2019-02-27;170;F;4;2;B;66;80;6
35191;2019-02-27;419;F;2;1;B;49;53;5
35268;2019-02-27;209;F;4;0;B;61;69;6
35348;2019-02-27;575;M;1;4;B;58;71;7
35427;2019-02-27;75;M;1;0;B;1;1;1
35502;2019-05-03;726;M;2;0;B;61;70;6
35552;2019-05-03;751;F;2;0;B;13;13;6
35592;2019-05-03;518;F;1;0;B;36;42;5
35605;2019-05-03;495;F;2;3;A;21;22;5
35632;2019-05-03;29;M;2;0;B;64;79;5
35665;2019-05-03;676;M;2;3;B;51;52;5
35700;2019-05-03;165;F;4;0;C;62;77;6
35759;2019-05-03;329;F;3;0;B;52;58;5
35822;2019-05-03;829;F;3;4;B;20;20;7
35867;2019-05-03;185;F;3;0;C;7;7;4
35872;2019-05-03;352;M;4;2;B;58;70;5
35903;2019-05-03;967;F;1;0;B;71;81;7
35999;2019-05-03;260;F;2;0;C;39;43;4
36028;2019-05-03;318;M;1;2;B;9;9;4
36045;2019-05-03;190;M;1;4;B;56;65;6
36123;2019-05-03;978;F;3;0;C;53;64;5
36221;2019-05-03;905;M;1;0;B;31;34;5
36272;2019-05-03;672;F;4;0;B;42;49;6
36299;2019-05-03;213;M;2;4;B;55;63;5
36334;2019-05-03;702;M;1;0;B;16;16;4
36419;2019-05-03;747;M;1;0;B;67;80;6
36422;2019-05-03;599;F;1;4;C;8;8;4
36476;2019-05-03;69;M;4;3;A;14;14;4
36511;2019-05-03;240;M;4;0;B;7;7;2
36580;2019-05-03;264;F;4;1;B;35;42;7
36606;2019-05-03;611;M;4;0;B;70;84;7
36702;2019-05-03;926;M;1;0;B;21;21;4
36705;2019-05-03;266;F;3;3;B;15;16;5
36781;2019-05-03;294;F;4;0;C;72;82;6
36812;2019-05-03;260;F;2;0;C;16;16;3
36819;2019-05-03;499;M;3;0;B;41;47;6
36828;2019-05-03;108;M;1;0;B;24;25;6
36918;2019-05-03;815;F;2;4;B;32;36;5
37015;2019-05-03;397;F;1;0;B;66;78;6
37016;2019-05-03;683;F;3;0;B;60;69;7
37103;2019-05-03;834;M;3;3;B;45;53;6
37104;2019-05-03;378;F;2;0;C;46;54;5
37191;2019-05-03;21;M;3;0;B;49;58;6
37270;2019-05-03;342;M;3;0;B;49;53;5
37314;2019-05-03;756;F;1;4;B;63;77;7
37402;2019-05-03;654;M;1;1;B;36;40;6
37428;2019-05-03;660;F;3;0;C;36;36;6
37527;2019-05-03;786;F;1;4;C;27;28;4
37554;2019-05-03;230;M;1;4;A;19;22;5
37611;2019-05-03;554;F;3;0;A;1;1;1
37645;2019-05-03;221;F;1;0;B;27;29;5
37717;2019-05-03;334;M;3;0;C;16;17;3
37720;2019-05-03;772;F;2;0;B;11;11;2
37755;2019-05-03;940;F;1;3;B;45;48;4
37837;2019-05-03;924;F;2;2;B;17;17;4
37886;2019-05-03;698;F;2;0;B;63;68;7
37942;2019-05-03;630;M;1;2;C;64;76;7
37999;2019-05-03;673;F;5;1;B;49;56;5
38066;2019-12-03;346;F;2;4;C;40;41;5
38139;2019-12-03;457;M;3;0;C;66;79;5
38235;2019-12-03;862;M;4;0;B;67;84;5
38312;2019-12-03;210;M;2;2;C;55;59;5
38362;2019-12-03;791;F;1;0;B;47;49;6
38410;2019-12-03;904;M;1;2;B;24;27;5
38469;2019-12-03;306;F;3;0;B;61;66;6
38542;2019-12-03;879;M;2;2;C;59;67;6
38577;2019-12-03;132;M;2;0;A;40;46;4
38580;2019-12-03;737;F;2;1;C;74;87;7
38653;2019-12-03;660;F;3;0;C;57;67;6
38749;2019-12-03;11;F;4;0;A;72;82;5
38846;2019-12-03;713;F;1;3;C;24;26;4
38859;2019-12-03;918;F;2;4;C;9;9;4
38920;2019-12-03;618;M;4;3;B;23;25;6
38983;2019-12-03;211;M;2;1;B;23;25;5
39049;2019-12-03;132;M;2;0;A;23;23;5
39112;2019-12-03;546;F;4;0;B;53;60;6
39160;2019-12-03;273;M;4;0;C;37;41;6
39173;2019-12-03;305;F;4;0;B;21;21;4
39191;2019-12-03;804;F;4;3;B;21;23;3
39208;2019-12-03;190;M;1;4;B;19;19;4
39246;2019-12-03;641;F;4;0;C;35;40;5
39269;2019-12-03;7;M;1;3;B;33;35;5
39276;2019-12-03;247;M;1;0;B;60;71;5
39323;2019-12-03;581;F;4;2;C;66;75;7
39324;2019-12-03;617;F;4;3;C;47;54;6
39406;2019-12-03;241;M;4;1;B;39;40;5
39440;2019-12-03;75;M;1;0;B;10;10;2
39525;2019-12-03;378;F;2;0;C;66;78;6
39533;2019-12-03;35;M;3;0;B;51;57;7
39614;2019-12-03;475;F;4;3;B;6;6;5
39617;2019-12-03;196;M;2;0;B;24;27;5
39716;2019-12-03;853;M;5;2;A;72;87;6
39783;2019-12-03;289;F;3;4;C;34;36;6
39819;2019-12-03;444;F;2;0;B;64;81;6
39873;2019-12-03;145;M;3;0;B;21;22;5
39907;2019-12-03;674;M;4;1;B;30;32;6
39961;2019-12-03;379;F;4;0;C;49;52;5
40009;2019-12-03;888;F;4;2;B;64;79;5
40095;2019-12-03;784;F;1;3;B;59;68;6
40194;2019-12-03;69;M;4;3;A;30;31;5
40233;2019-12-03;188;M;2;2;B;18;20;3
40299;2019-12-03;207;F;3;0;B;3;3;2
40389;2019-12-03;297;M;4;0;B;15;15;4
40439;2019-12-03;110;M;3;0;C;42;44;6
40522;2019-12-03;535;M;4;0;A;2;2;2
40540;2019-12-03;916;F;3;4;C;62;77;4
40619;2019-12-03;644;M;1;0;C;63;81;5
40655;2019-12-03;686;F;3;2;A;72;79;6
40706;2019-12-03;360;M;4;0;B;6;6;5
40803;2019-12-03;456;M;1;4;B;40;42;4
40847;2019-12-03;243;F;1;4;C;24;24;5
40899;2019-12-03;654;M;1;1;B;65;83;6
40960;2019-12-03;704;F;2;0;C;17;18;5
41035;2019-12-03;58;M;2;2;B;33;38;4
41116;2019-12-03;405;F;4;0;B;4;4;3
41183;2019-12-03;873;F;3;0;B;24;26;6
41193;2019-12-03;314;F;1;1;A;26;26;5
41210;2019-03-15;657;M;2;3;B;44;47;6
41221;2019-03-15;493;M;2;4;B;2;2;1
41302;2019-03-15;677;M;4;0;B;4;4;2
41359;2019-03-15;610;M;2;0;B;67;79;7
41379;2019-03-15;716;F;4;0;C;22;22;4
41411;2019-03-15;319;M;1;4;B;62;69;5
41508;2019-03-15;40;M;2;1;B;75;89;7
41579;2019-03-15;909;M;3;0;B;69;81;6
41639;2019-03-15;143;F;1;4;B;59;66;6
41671;2019-03-15;831;F;4;2;B;30;31;4
41681;2019-03-15;438;F;1;0;B;23;26;4
41766;2019-03-15;57;M;2;0;B;24;25;4
41804;2019-03-15;324;F;3;3;B;55;61;5
41827;2019-03-15;315;F;3;0;B;5;5;3
41857;2019-03-15;62;F;2;0;B;37;42;4
41945;2019-03-15;806;F;2;3;B;32;35;5
41958;2019-03-15;701;M;3;0;B;59;64;5
42041;2019-03-15;122;M;3;3;B;48;59;7
42065;2019-03-15;78;M;1;0;B;14;15;4
42079;2019-03-15;738;M;1;0;C;22;22;5
42101;2019-03-15;747;M;1;0;B;34;37;5
42125;2019-03-15;311;F;4;0;C;28;31;5
42222;2019-03-15;669;F;4;0;B;11;11;3
42289;2019-03-15;961;F;1;0;C;43;47;6
42300;2019-03-15;872;M;3;4;A;55;64;6
42317;2019-03-15;490;F;2;4;C;65;71;6
42404;2019-03-15;381;F;1;1;B;60;70;6
42470;2019-03-15;201;M;3;0;B;49;58;5
42471;2019-03-15;940;F;1;3;B;44;50;6
42484;2019-03-15;499;M;3;0;B;28;31;5
42495;2019-03-15;694;M;4;0;C;72;88;6
42575;2019-03-15;641;F;4;0;C;28;30;6
42579;2019-03-15;363;F;1;0;B;26;28;4
42592;2019-03-15;440;F;4;0;C;53;56;6
42690;2019-03-15;632;F;4;3;A;27;27;5
42741;2019-03-15;710;F;3;1;C;38;41;6
42831;2019-03-15;429;M;4;0;C;26;31;5
42903;2019-03-15;61;M;1;2;B;61;70;6
42994;2019-03-15;859;M;1;0;B;74;89;6
43082;2019-03-15;317;M;3;0;B;21;22;6
43138;2019-03-15;350;F;5;1;B;69;82;7
43161;2019-03-15;922;M;1;0;B;36;37;5
43186;2019-03-15;74;M;3;0;C;68;77;6
43283;2019-03-15;571;F;2;0;B;25;28;5
43332;2019-03-15;903;M;1;0;B;1;1;1
43352;2019-03-15;106;M;1;0;B;52;57;6
43355;2019-03-15;240;M;4;0;B;15;15;4
43362;2019-03-15;56;F;2;3;B;42;47;6
43459;2019-03-18;775;F;2;3;B;1;1;1
43546;2019-03-18;605;M;4;2;B;38;38;6
43633;2019-03-18;208;M;3;0;B;46;50;5
43665;2019-03-18;670;M;4;0;C;33;37;5
43734;2019-03-18;88;F;1;0;B;9;9;4
43765;2019-03-18;979;F;3;0;A;66;79;6
43846;2019-03-18;844;F;5;1;A;62;74;6
43857;2019-03-18;677;M;4;0;B;8;8;4
43901;2019-03-18;554;F;3;0;A;32;35;6
43944;2019-03-18;318;M;1;2;B;64;69;6
43974;2019-03-18;311;F;4;0;C;43;46;6
44069;2019-03-18;241;M;4;1;B;58;67;5
44111;2019-03-18;883;M;1;0;B;10;10;3
44205;2019-03-18;298;F;4;0;C;76;88;7
44302;2019-03-18;916;F;3;4;C;30;31;5
44303;2019-03-18;378;F;2;0;C;34;38;5
44346;2019-03-18;941;M;2;3;B;53;59;5
44361;2019-03-18;757;F;4;3;C;52;61;4
44379;2019-03-18;819;M;4;0;B;10;10;2
44478;2019-03-18;38;M;3;0;B;63;73;6
44537;2019-03-18;569;M;1;1;A;73;88;5
44626;2019-03-18;160;F;3;4;B;66;76;6
44670;2019-03-18;269;F;3;3;B;60;71;5
44731;2019-03-18;200;F;3;0;B;28;29;6
44781;2019-03-18;818;F;2;0;B;49;57;7
44820;2019-03-18;41;M;3;0;C;4;4;2
44835;2019-03-18;558;F;5;2;C;75;84;5
44853;2019-03-18;845;F;3;3;C;2;2;2
44899;2019-03-18;584;M;3;0;B;52;61;6
44917;2019-03-18;510;F;4;0;B;54;63;6
44975;2019-03-18;171;F;3;1;B;54;64;7
44994;2019-03-18;554;F;3;0;A;20;21;5
45082;2019-03-18;724;M;1;0;B;33;37;5
45150;2019-03-18;936;F;3;2;B;45;45;5
45185;2019-03-18;498;M;3;2;B;14;14;3
45265;2019-03-18;296;F;1;3;B;15;16;4
45296;2019-03-18;887;F;3;0;B;37;38;4
45351;2019-03-18;629;M;3;0;C;16;16;5
45402;2019-03-18;307;M;1;0;B;70;75;7
45455;2019-03-18;147;M;1;0;A;34;41;5
45540;2019-03-18;457;M;3;0;C;37;38;6
45588;2019-03-18;890;M;3;0;C;12;12;5
45669;2019-03-18;705;M;1;0;B;65;78;5
45743;2019-03-18;136;F;2;1;B;25;25;7
45781;2019-03-18;637;F;1;0;B;28;28;4
45864;2019-03-18;308;M;4;0;B;63;72;7
45868;2019-03-18;55;F;3;0;B;7;7;3
45913;2019-03-18;928;F;5;1;B;16;19;4
45953;2019-03-18;476;M;3;0;C;23;23;5
46004;2019-03-18;664;M;3;1;B;20;20;6
46039;2019-03-18;279;M;1;2;B;7;7;4
46075;2019-03-18;107;F;2;0;C;53;59;6
46084;2019-03-18;203;F;3;0;A;33;35;5
46171;2019-03-18;630;M;1;2;C;10;11;4
46191;2019-03-18;712;F;2;3;B;47;51;6
46217;2019-03-18;240;M;4;0;B;21;21;5
46254;2019-03-18;103;M;3;4;B;47;53;5
46313;2019-03-18;33;F;2;0;B;43;45;6
46360;2019-03-18;204;F;3;3;B;41;48;5
46378;2019-03-18;233;M;3;0;B;49;54;5
46473;2019-03-20;506;F;4;3;B;7;7;4
46497;2019-03-20;744;M;4;0;A;68;84;5
46537;2019-03-20;251;F;2;0;C;20;23;6
46594;2019-03-20;57;M;2;0;B;68;83;6
46677;2019-03-20;908;M;3;2;C;33;36;6
46686;2019-03-20;433;M;3;3;B;5;5;3
46739;2019-03-20;762;F;2;0;B;47;51;7
46777;2019-03-20;965;M;3;0;B;3;3;3
46846;2019-03-20;2;M;3;0;B;30;32;5
46907;2019-03-20;392;M;2;2;C;69;79;5
46915;2019-03-20;534;M;4;1;C;37;41;6
47000;2019-03-20;202;M;1;0;B;19;20;5
47002;2019-03-20;559;F;3;1;A;50;55;6
47029;2019-03-20;46;F;4;1;B;9;9;4
47058;2019-03-20;528;M;2;2;C;62;68;6
47077;2019-03-20;206;F;3;1;C;38;40;5
47098;2019-03-20;270;F;3;1;B;10;10;3
47147;2019-03-25;454;F;1;0;B;58;65;6
47234;2019-03-25;456;M;1;4;B;12;12;4
47279;2019-03-25;958;M;2;3;B;73;88;6
47321;2019-03-25;109;M;2;1;B;32;33;5
47373;2019-03-25;867;M;2;3;B;16;16;4
47415;2019-03-25;343;F;1;0;B;3;3;2
47473;2019-03-25;189;F;3;4;C;72;79;6
47475;2019-03-25;853;M;5;2;A;9;9;3
47572;2019-03-25;305;F;4;0;B;45;48;7
47671;2019-03-25;849;F;5;1;B;12;12;4
47713;2019-03-25;78;M;1;0;B;69;88;6
47756;2019-03-25;31;F;1;0;C;24;25;5
47837;2019-03-25;992;F;2;0;B;65;75;7
47876;2019-03-25;465;F;3;0;B;15;15;4
47878;2019-03-25;259;M;1;1;B;33;36;5
47883;2019-03-25;369;F;3;4;C;39;43;5
47972;2019-03-25;370;M;1;4;B;54;63;6
48027;2019-03-25;78;M;1;0;B;57;66;6
48067;2019-03-25;985;M;1;0;B;28;29;5
48088;2019-03-25;767;F;1;0;B;27;28;4
48152;2019-01-04;745;F;1;2;B;53;60;6
48159;2019-01-04;359;F;1;0;B;5;5;2
48205;2019-01-04;448;F;2;0;A;43;48;7
48302;2019-01-04;615;M;1;4;C;52;58;6
48343;2019-01-04;924;F;2;2;B;9;9;4
48413;2019-01-04;334;M;3;0;C;55;64;6
48473;2019-01-04;893;F;1;0;B;8;8;5
48534;2019-01-04;57;M;2;0;B;47;56;7
48570;2019-01-04;736;M;1;0;C;46;54;6
48640;2019-01-04;630;M;1;2;C;48;54;6
48656;2019-01-04;758;F;3;0;B;36;40;5
48751;2019-01-04;890;M;3;0;C;71;87;6
48800;2019-01-04;4;M;4;0;B;50;56;6
48878;2019-01-04;172;M;2;0;B;24;25;5
48971;2019-01-04;869;F;3;0;B;39;43;6
49033;2019-01-04;533;F;4;0;A;23;24;5
49051;2019-01-04;820;M;1;4;B;45;47;7
49094;2019-01-04;691;M;4;0;B;54;60;5
49121;2019-01-04;700;F;4;2;C;16;16;6
49137;2019-01-04;179;F;2;0;B;65;76;6
49175;2019-01-04;842;M;5;2;B;34;38;5
49222;2019-01-04;62;F;2;0;B;21;22;5
49309;2019-01-04;656;M;2;0;C;17;18;5
49322;2019-06-04;614;F;4;1;B;64;73;6
49417;2019-06-04;358;F;3;0;C;64;71;7
49496;2019-06-04;164;M;2;3;A;44;50;5
49576;2019-06-04;636;M;2;2;B;8;8;4
49632;2019-06-04;409;F;3;4;B;20;20;5
49674;2019-06-04;390;F;2;0;B;14;14;4
49711;2019-06-04;613;F;3;0;B;22;22;6
49733;2019-06-04;189;F;3;4;C;64;71;5
49811;2019-06-04;645;F;4;0;B;47;53;6
49893;2019-06-04;870;F;1;0;B;31;34;6
49927;2019-06-04;674;M;4;1;B;10;11;3
49941;2019-06-04;91;M;3;0;B;56;69;6
50007;2019-06-04;925;M;2;0;C;41;50;7
50041;2019-06-04;260;F;2;0;C;39;40;5
50070;2019-06-04;693;F;4;0;B;31;33;5
50121;2019-06-04;742;M;1;1;C;26;29;4
50139;2019-06-04;515;M;4;0;A;51;58;6
50177;2019-06-04;282;M;2;0;B;53;60;6
50247;2019-06-04;462;F;4;0;A;2;2;2
50325;2019-06-04;941;M;2;3;B;25;27;5
50335;2019-06-04;93;F;2;0;C;37;39;7
50403;2019-06-04;58;M;2;2;B;73;89;5
50485;2019-06-04;214;F;4;0;B;43;48;5
50528;2019-06-04;418;M;2;2;A;33;37;5
50603;2019-06-04;682;F;2;2;B;38;41;4
50636;2019-06-04;116;M;4;0;B;31;37;5
50656;2019-06-04;583;F;2;0;B;25;26;4
50696;2019-06-04;297;M;4;0;B;46;57;5
50699;2019-06-04;160;F;3;4;B;44;52;5
50759;2019-06-04;130;F;1;0;B;33;34;4
50810;2019-06-04;823;M;5;3;B;2;2;1
50814;2019-06-04;9;F;2;0;B;28;30;6
50854;2019-06-04;596;M;2;0;B;51;62;6
50898;2019-06-04;217;F;3;0;B;5;5;3
50930;2019-06-04;890;M;3;0;C;51;57;6
50990;2019-06-04;85;M;1;0;B;53;59;5
51041;2019-06-04;562;F;3;0;B;71;84;7
51072;2019-06-04;283;M;4;1;B;72;89;6
51110;2019-06-04;919;F;2;0;C;28;31;4
51207;2019-06-04;632;F;4;3;A;68;76;7
51295;2019-06-04;496;F;2;0;B;20;22;6
51367;2019-06-04;778;F;2;2;A;51;60;6
51445;2019-06-04;335;F;3;0;C;48;54;6
51476;2019-06-04;71;F;3;1;B;19;19;5
51550;2019-06-04;968;F;1;0;B;26;28;5
51572;2019-06-04;353;M;1;2;B;75;89;7
51627;2019-06-04;795;F;4;2;B;10;10;2
51705;2019-06-04;559;F;3;1;A;61;75;6
51716;2019-06-04;357;M;2;2;C;5;5;2
51795;2019-06-04;317;M;3;0;B;49;51;5
51893;2019-06-04;437;F;2;1;C;43;49;6
51904;2019-06-04;940;F;1;3;B;54;60;5
51956;2019-06-04;511;F;1;0;B;66;75;5
52049;2019-06-04;338;M;2;0;B;40;44;6
52053;2019-06-04;566;F;4;0;B;26;28;5
52079;2019-06-04;984;F;4;3;B;11;11;4
52144;2019-06-04;589;F;3;2;C;25;26;5
52231;2019-06-04;31;F;1;0;C;45;54;6
52263;2019-06-04;626;M;3;1;C;68;84;6
52269;2019-06-04;182;F;1;4;B;1;1;1
52295;2019-06-04;455;F;2;0;C;68;75;5
52331;2019-06-04;624;M;4;0;B;64;73;5
52375;2019-06-04;269;F;3;3;B;68;81;5
52465;2019-06-04;687;M;2;3;C;39;42;6
52477;2019-06-04;812;F;2;0;A;45;49;6
52569;2019-06-04;62;F;2;0;B;2;2;1
52645;2019-06-04;310;M;4;3;C;35;39;6
52699;2019-06-04;719;M;1;0;B;40;49;5
52791;2019-06-04;823;M;5;3;B;60;68;6
52878;2019-06-04;809;F;3;3;B;13;13;5
52954;2019-06-04;972;M;4;0;C;15;15;3
52991;2019-06-04;954;F;4;2;B;38;40;5
53023;2019-06-04;430;F;4;1;B;65;72;6
53043;2019-06-04;7;M;1;3;B;40;45;7
53078;2019-06-04;121;F;1;2;B;36;38;5
53107;2019-06-04;447;M;2;0;B;19;19;3
